Код ОП,Бренд ОП,Область,Населённый пункт название,Адрес Офиса продаж,GPS координаты. широта,GPS координаты. долгота,Режим работы,Тип строения,Дата закрытия точки,Дата открытия точки,ТП
30124159,МТС ФР,Санкт-Петербург и Ленинградская область,Тосно,город Тосно улица Вокзальная 16,59.543519,30.881771,ежедн. 10:00-20:00,Стрит,08-09-22,23-09-22,Регионал Ширко Елизавета
30122498,МТС ФР,Санкт-Петербург и Ленинградская область,Ульяновка,поселок городского типа Ульяновка проспект Советский 1А,59.637282,30.759360,ежедн. 10:00-20:00,Стрит,,,Регионал Ширко Елизавета
30120060,МТС ФР,Санкт-Петербург и Ленинградская область,Шушары,город Шушары улица Вишерская 16,59.808339,30.372811,ежедн. 10:00-22:00,Стрит,,,Регионал Ширко Елизавета
50715042,МТС ФР,Саратовская область,Воскресенское,поселок городского типа Воскресенское улица Калинина 1/3,51.819880,46.936829,ежедн. 08:30-17:30,Стрит,,,ДС Герасимова Светлана
50712956,МТС ФР,Саратовская область,Горный,поселок городского типа Горный улица Краснопартизанская 43,51.756443,48.536451,"пн-пт 09:00-18:00, перерыв 13:00-14:00; сб-вс 09:00-17:00, перерыв 13:00-14:00",Стрит,,,ДС Герасимова Светлана
50714563,МТС ФР,Саратовская область,Дергачи,поселок Дергачи улица Советская 74,51.231291,48.76076,"пн-пт 08:00-18:00, перерыв 13:00-14:00; сб-вс 09:00-16:00, перерыв 13:00-14:00",Стрит,,,ДС Герасимова Светлана
50712957,МТС ФР,Саратовская область,Духовницкое,поселок городского типа Духовницкое улица Ленина 12,52.479319,48.200617,"пн-пт 09:00-18:00, перерыв 13:00-14:00; сб-вс 09:00-17:00, перерыв 13:00-14:00",Стрит,,,ДС Герасимова Светлана
50714500,МТС ФР,Саратовская область,Екатериновка,поселок городского типа Екатериновка улица Первомайская 38,52.050774,44.344552,"пн-пт 09:00-18:00, перерыв 13:00-14:00; сб-вс 09:00-17:00, перерыв 13:00-14:00",Стрит,,,ДС Герасимова Светлана
50714546,МТС ФР,Саратовская область,Ивантеевка,поселок Ивантеевка улица Зелёная 10,52.267818,49.104815,"пн-пт 09:00-18:00, перерыв 13:00-14:00; сб 09:00-14:00",Стрит,,,ДС Герасимова Светлана
50703024,МТС ФР,Саратовская область,Красноармейск,город Красноармейск улица Ленина 73,51.024043,45.697103,"пн-пт 09:00-17:00, перерыв 14:00-14:30; сб 09:00-14:00",ТЦ,,,ДС Герасимова Светлана
50702777,МТС ФР,Саратовская область,Красный кут,поселок городского типа Красный кут переулок Саратовский 1,50.949716,46.971372,"пн-пт 08:30-17:00, сб 08:30-16:00, вс 08:30-15:00",ТЦ,,,ДС Герасимова Светлана
50702774,МТС ФР,Саратовская область,Лысые горы,поселок городского типа Лысые горы улица Советская 41,51.532388,44.813109,"пн-пт 09:00-17:00, перерыв 14:00-14:30; сб 09:00-13:00",ТЦ,,,ДС Герасимова Светлана
50714564,МТС ФР,Саратовская область,Мокроус,поселок Мокроус улица Победы 1,51.240223,47.512821,"ежедн. 08:00-18:00, перерыв 13:00-14:00",Стрит,,,ДС Герасимова Светлана
50704417,МТС ФР,Саратовская область,Новые Бурасы,поселок городского типа Новые Бурасы улица Кооперативная 1,52.128819,46.078058,"пн-сб 08:00-18:00, перерыв 14:00-14:30",ТЦ,,,ДС Герасимова Светлана
50714561,МТС ФР,Саратовская область,Озинки,поселок городского типа Озинки улица Пушкинская 77,51.199442,49.728461,"ежедн. 09:00-19:00, перерыв 14:00-15:00",Стрит,,,ДС Герасимова Светлана
50714689,МТС ФР,Саратовская область,Перелюб,поселок городского типа Перелюб улица Чапаевская 92а,51.858833,50.351937,"пн-пт 09:00-17:00, сб 09:00-14:00",Стрит,,,ДС Герасимова Светлана
50715735,МТС ФР,Саратовская область,Петровск,город Петровск улица Братьев Костериных 103,52.300846,45.388889,ежедн. 08:00-18:00,,,,ДС Герасимова Светлана
50715306,Виртуальный монобренд,Саратовская область,Подлесное,село Подлесное улица Комсомольская 88Б,51.821005,47.016376,"пн-пт 09:00-17:00, сб-вс 09:00-15:00",ТУ,,,ДС Герасимова Светлана
50712082,МТС ФР,Саратовская область,Приволжское,поселок городского типа Приволжское улица 4-й квартал 4Б,51.410957,46.048082,"ежедн. 08:00-18:00, перерыв 14:00-14:30",Стрит,,,ДС Герасимова Светлана
50711489,МТС ФР,Саратовская область,Самойловка,поселок городского типа Самойловка улица Красная площадь 33в,51.187148,43.705284,"пн-сб 08:00-17:00, перерыв 13:00-13:30",ТЦ,,,ДС Герасимова Светлана
50715013,Виртуальный монобренд,Саратовская область,Саратов,город Саратов площадь Привокзальная 1,51.541711,45.998215,ежедн. 09:00-20:00,ТУ,,,ДС Герасимова Светлана
50715732,МТС ФР,Саратовская область,Саратов,город Саратов проспект 50 лет Октября 19 А,51.563175,45.991560,пн-пт 09:00-18:00,Стрит,,,ДС Герасимова Светлана
50715307,МТС ФР,Саратовская область,Саратов,город Саратов проспект Строителей 40,51.60116,45.969232,ежедн. 09:00-20:00,Стрит,,,ДС Герасимова Светлана
50715016,МТС ФР,Саратовская область,Саратов,город Саратов проспект Энтузиастов 20,51.505296,45.949533,ежедн. 09:00-20:00,Стрит,,,ДС Герасимова Светлана
50715315,Виртуальный монобренд,Саратовская область,Саратов,город Саратов улица Аткарская 31,51.541700,46.000328,"пн-пт 09:00-18:00, сб-вс 09:00-17:00",ТУ,,,ДС Герасимова Светлана
50715009,МТС ФР,Саратовская область,Саратов,город Саратов улица Московская 57,51.533161,46.038050,ежедн. 09:00-20:00,Стрит,,,ДС Герасимова Светлана
50704937,МТС ФР,Саратовская область,Татищево,поселок городского типа Татищево улица Чапаева 26а,51.671109,45.595178,пн-пт 09:00-18:00,ТЦ,,,ДС Герасимова Светлана
50715148,МТС ФР,Саратовская область,Шиханы,село Шиханы улица Молодежная 4,52.116089,47.203056,ежедн. 08:30-17:30,Стрит,,,ДС Герасимова Светлана
90903117,МТС ФР,Сахалинская область,Александровск-Сахалинский,город Александровск-Сахалинский улица Дзержинского 13А,50.895548,142.159152,"пн-сб 10:00-20:00, вс 10:00-18:00",ТЦ,,,
90900907,МТС ФР,Сахалинская область,Долинск,город Долинск улица Хабаровская 3,47.326608,142.792927,"пн-сб 09:00-19:45, вс 10:00-19:00",Стрит,,,
90903019,МТС ФР,Сахалинская область,Макаров,город Макаров улица Хабаровская 14,48.623568,142.781731,"пн-сб 10:00-20:00, вс 10:00-18:00",Стрит,,,
90901503,МТС ФР,Сахалинская область,Невельск,город Невельск улица Советская 97,46.675691,141.856382,ежедн. 09:00-19:00,ТЦ,,,
90903116,МТС ФР,Сахалинская область,Ноглики,поселок городского типа Ноглики улица Советская 27,51.812203,143.157446,"пн-сб 10:00-20:00, вс 10:00-18:00",Стрит,,,
90901435,МТС ФР,Сахалинская область,Смирных,поселок городского типа Смирных улица Горького 17,49.745986,142.835265,ежедн. 09:00-19:00,Стрит,,,
90903118,МТС ФР,Сахалинская область,Тымовское,поселок городского типа Тымовское улица Кировская 75,50.847624,142.655953,"пн-сб 10:00-20:00, вс 10:00-18:00",Стрит,,,
90901512,МТС ФР,Сахалинская область,Углегорск,город Углегорск проспект Победы 180,49.079961,142.070598,ежедн. 09:00-19:00,Стрит,,,
90903017,МТС ФР,Сахалинская область,Шахтерск,поселок городского типа Шахтерск улица Ленина 16,49.158504,142.110990,"пн-сб 10:00-20:00, вс 10:00-18:00",Стрит,,,
90903020,МТС ФР,Сахалинская область,Южно-Сахалинск,город Южно-Сахалинск улица Дружбы 56,47.014796,142.715004,"пн-сб 10:00-20:00, вс 10:00-18:00",ТЦ,,,
70105758,МТС ФР,Свердловская область,Алапаевск,город Алапаевск улица Ленина 19,57.852357,61.702681,ежедн. 09:00-19:00,Стрит,,,Лисунова Ольга Сергеевна
70120594,МТС ФР,Свердловская область,Алапаевск,город Алапаевск улица Ленина 8/1,57.850274,61.703193,ежедн. 09:00-19:00,Стрит,,,Лисунова Ольга Сергеевна
70116667,МТС ФР,Свердловская область,Арамиль,город Арамиль улица 1 мая 8,56.697459,60.831791,ежедн. 09:00-20:00,Стрит,,, Лисунова Ольга Сергеевна
70122772,МТС ФР,Свердловская область,Байкалово,город Байкалово улица Мальгина 57б,57.403867,63.776181,"пн-пт 09:00-18:00, сб 09:00-17:00",Стрит,,, Лисунова Ольга Сергеевна
70121619,МТС ФР,Свердловская область,Белоярский,город Белоярский улица Ленина 270,56.761556,61.415813,ежедн. 10:00-18:00,ТЦ,,, Лисунова Ольга Сергеевна
70121423,МТС ФР,Свердловская область,Буланаш,город Буланаш улица Победы 54,57.281720,61.985120,ежедн. 09:00-19:00,ТЦ,,, Лисунова Ольга Сергеевна
70111495,МТС ФР,Свердловская область,Верхний Тагил,город Верхний Тагил улица Ленина 98,57.372836,59.935757,"пн-пт 10:00-19:00, сб 10:00-17:00",Стрит,,, Лисунова Ольга Сергеевна
70122005,МТС ФР,Свердловская область,Верхняя Пышма,город Верхняя Пышма проспект Успенский 111,56.976564,60.560572,ежедн. 09:00-20:00,Стрит,,, Лисунова Ольга Сергеевна
70119845,МТС ФР,Свердловская область,Верхняя Синячиха,город Верхняя Синячиха улица Октябрьская 6Б,57.993388,61.689761,ежедн. 09:00-19:00,ТЦ,,, Лисунова Ольга Сергеевна
70112689,МТС ФР,Свердловская область,Верхотурье,город Верхотурье улица Карла Маркса 3,58.860824,60.812069,ежедн. 10:00-20:00,Стрит,,, Лисунова Ольга Сергеевна
70120582,МТС ФР,Свердловская область,Екатеринбург,город Екатеринбург улица Военная 1,56.781498,60.608901,ежедн. 10:00-21:00,ТЦ,15-09-22,16-09-22, Лисунова Ольга Сергеевна
70120064,Виртуальный монобренд,Свердловская область,Екатеринбург,город Екатеринбург улица Вокзальная 15,56.858100,60.599253,ежедн. 10:00-20:00,ТЦ,12-09-22,30-09-22, Лисунова Ольга Сергеевна
70121944,МТС ФР,Свердловская область,Екатеринбург,город Екатеринбург улица Вокзальная 15в,56.857342,60.600313,ежедн. 09:00-21:00,Стрит,,, Лисунова Ольга Сергеевна
70111571,МТС ФР,Свердловская область,Екатеринбург,город Екатеринбург улица Восточная 158,56.830342,60.635548,ежедн. 09:00-20:00,Стрит,,, Лисунова Ольга Сергеевна
70121574,Виртуальный монобренд,Свердловская область,Исток,город Исток улица Главная 18,56.780888,60.881222,ежедн. 10:00-19:00,Стрит,,, Лисунова Ольга Сергеевна
70120901,МТС ФР,Свердловская область,Камышлов,город Камышлов улица Карла Маркса 56,56.848436,62.717901,"пн-пт 09:00-18:00, сб-вс 10:00-15:00",ТЦ,,, Лисунова Ольга Сергеевна
70119817,МТС ФР,Свердловская область,Лесной,город Лесной улица Ленина 47,58.634113,59.780052,ежедн. 10:00-19:00,ТЦ,,,
70117385,МТС ФР,Свердловская область,Михайловск,город Михайловск улица Кирова 43,56.437421,59.122188,"пн-сб 09:00-19:00, перерыв 12:00-12:40; вс 09:00-18:00, перерыв 12:00-12:40",Стрит,12-09-22,13-09-22, Лисунова Ольга Сергеевна
70123510,МТС ФР,Свердловская область,Нижний Тагил,город Нижний Тагил улица Газетная 97а,57.914777,59.976478,ежедн. 10:00-20:00,Стрит,,, Лисунова Ольга Сергеевна
70120063,МТС ФР,Свердловская область,Нижний Тагил,город Нижний Тагил улица Металлургов 58а,57.940072,59.997427,ежедн. 10:00-20:00,ТЦ,,, Лисунова Ольга Сергеевна
70120065,МТС ФР,Свердловская область,Нижний Тагил,город Нижний Тагил улица Фрунзе 56,57.922703,59.940321,ежедн. 10:00-20:00,ТЦ,,, Лисунова Ольга Сергеевна
70109821,МТС ФР,Свердловская область,Новая Ляля,город Новая Ляля улица Розы Люксембург 73,59.044598,60.571610,"пн-сб 09:00-19:00, вс 09:00-18:00",Стрит,,, Лисунова Ольга Сергеевна
70119633,МТС ФР,Свердловская область,Порошино,город Порошино улица Порошино 27,56.836459,62.504279,ежедн. 09:00-19:00,ТЦ,,,
70120925,МТС ФР,Свердловская область,Пышма,город Пышма улица Кирова 26а,56.946725,63.241000,"пн-пт 09:00-18:00, сб 09:00-16:00, вс 09:00-14:00",ТЦ,,, Лисунова Ольга Сергеевна
70123404,МТС ФР,Свердловская область,Пышма,город Пышма улица Кривоусова 20а,56.974406,60.575448,ежедн. 10:00-20:00,Стрит,,, Лисунова Ольга Сергеевна
70120861,МТС ФР,Свердловская область,Ревда,город Ревда улица М.Горького 21в,56.799409,59.907640,ежедн. 10:00-20:00,ТЦ,,, Лисунова Ольга Сергеевна
70121482,МТС ФР,Свердловская область,Сосьва,город Сосьва улица Свердлова 12,59.17316,61.862572,ежедн. 10:00-19:00,ТЦ,,, Лисунова Ольга Сергеевна
70105320,МТС ФР,Свердловская область,Сухой Лог,город Сухой Лог улица Юбилейная 7,56.903190,62.035101,ежедн. 09:00-20:00,Стрит,01-09-22,02-09-22, Лисунова Ольга Сергеевна
70120924,МТС ФР,Свердловская область,Талица,город Талица улица Ленина 71а,57.012396,63.723567,"пн-сб 09:00-18:00, вс 10:00-16:00",ТЦ,17-09-22,18-09-22, Лисунова Ольга Сергеевна
70120902,МТС ФР,Свердловская область,Тугулым,рабочий поселок Тугулым улица Ленина 57,57.059199,64.639595,"пн-пт 09:00-18:00, сб 10:00-16:00, вс 10:00-15:00",ТЦ,18-09-22,19-09-22, Лисунова Ольга Сергеевна
11600363,Виртуальный монобренд,Смоленская область,Велиж,город Велиж улица Советская 28/11а,55.607420,31.196092,"пн-пт 09:00-19:00, сб 09:00-16:00",Стрит,,,
11600475,МТС ФР,Смоленская область,Гагарин,город Гагарин улица Гагарина 16,55.545773,34.994128,ежедн. 09:00-20:00,,,,
11600200,МТС ФР,Смоленская область,Смоленск,город Смоленск микрорайон Королевка 1А,54.811717,32.025066,"ежедн. 10:30-20:30, перерыв 14:00-14:30",ТЦ,,,Рыбникова Ирина Дмитриевна
11600231,МТС ФР,Смоленская область,Смоленск,город Смоленск улица Лавочкина 47/1,54.804570,32.006532,"ежедн. 09:00-19:30, перерыв 14:00-14:30",Стрит,,,Рыбникова Ирина Дмитриевна
61205884,МТС ФР,Ставропольский край,Александрийская,станица Александрийская переулок Комсомольский 20,44.220973,43.350489,ежедн. 09:00-18:00,Стрит,19-09-22,21-09-22,ДС Финагеева Марина
61205759,МТС ФР,Ставропольский край,Александровское,село Александровское улица Московская 8А,44.709694,43.005083,"пн-пт 07:30-17:30, сб-вс 07:30-16:30",Стрит,,,ДС Финагеева Марина
61206048,МТС ФР,Ставропольский край,Арзгир,село Арзгир улица Кирова 13,45.365280,44.230550,ежедн. 08:00-18:00,Стрит,,,ДС Финагеева Марина
61203144,МТС ФР,Ставропольский край,Благодарный,город Благодарный улица Первомайская 26,45.100684,43.436787,ежедн. 08:00-18:00,Стрит,,,ДС Финагеева Марина
61203291,МТС ФР,Ставропольский край,Благодарный,город Благодарный улица Свободы 28,45.107886,43.406498,ежедн. 09:00-19:00,Стрит,,,ДС Финагеева Марина
61203163,МТС ФР,Ставропольский край,Будённовск,город Будённовск проспект Менделеева 7,44.803973,44.156339,ежедн. 09:00-19:00,Стрит,,,ДС Финагеева Марина
61207284,Телефон.ру ФР,Ставропольский край,Будённовск,город Будённовск проспект Менделеева 7,44.803973,44.156339,ежедн. 09:00-19:00,Стрит,,,ДС Финагеева Марина
61204913,МТС ФР,Ставропольский край,Георгиевск,город Георгиевск улица Батакская 1,44.131786,43.448466,"пн-сб 08:00-19:00, вс 08:00-18:00",Стрит,,,ДС Финагеева Марина
61203158,МТС ФР,Ставропольский край,Георгиевск,город Георгиевск улица Калинина 18,44.147181,43.471636,ежедн. 08:00-19:00,Стрит,,,ДС Финагеева Марина
61205279,МТС ФР,Ставропольский край,Горячеводский,поселок Горячеводский площадь Советской Армии 157В,44.028882,43.101433,ежедн. 09:00-19:00,Стрит,,,ДС Финагеева Марина
61203146,МТС ФР,Ставропольский край,Грачевка,село Грачевка улица Ставропольская 87,45.202986,42.396061,"пн-пт 09:00-18:00, сб-вс 09:00-17:00",Стрит,,,ДС Финагеева Марина
61203164,МТС ФР,Ставропольский край,Дивное,село Дивное улица Советская 45,45.912034,43.340953,"пн-пт 08:00-18:00, сб-вс 08:00-17:00",Стрит,,,ДС Финагеева Марина
61205023,МТС ФР,Ставропольский край,Донское,село Донское улица Кооперативная 28,45.456411,41.976948,"пн-пт 09:00-18:00, сб 09:00-17:00, вс 09:00-16:00",Стрит,,,ДС Финагеева Марина
61205941,МТС ФР,Ставропольский край,Ессентуки,город Ессентуки улица Вокзальная 1А,44.049138,42.856425,ежедн. 09:00-20:00,Стрит,,,ДС Финагеева Марина
61210220,МТС ФР,Ставропольский край,Ессентуки,город Ессентуки улица Интернациональная 23,44.041300,42.858967,ежедн. 09:00-21:00,Стрит,,,ДС Финагеева Марина
61207976,Телефон.ру ФР,Ставропольский край,Ессентуки,город Ессентуки улица Интернациональная 3,44.043489,42.859738,ежедн. 09:00-20:30,Стрит,,,ДС Финагеева Марина
61203166,МТС ФР,Ставропольский край,Зеленокумск,город Зеленокумск площадь Ленина 1,44.402934,43.883096,"пн-пт 09:00-19:00, сб 09:00-18:00, вс 09:00-17:00",Стрит,,,ДС Финагеева Марина
61205994,МТС ФР,Ставропольский край,Зеленокумск,город Зеленокумск улица Заводская 2,44.403507,43.892982,"ПН-ПТ 08:00-18:00, СБ-ВС 08:00-17:00",Стрит,,,ДС Финагеева Марина
61203167,МТС ФР,Ставропольский край,Изобильный,город Изобильный переулок Ленина 15,45.370830,41.709736,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,,,ДС Финагеева Марина
61210101,МТС ФР,Ставропольский край,Изобильный,город Изобильный улица Колхозная 2г,45.378047,41.700626,"пн-пт 08:00-18:00, сб-вс 08:00-17:30",Стрит,,,ДС Финагеева Марина
61209906,МТС ФР,Ставропольский край,Ипатово,город Ипатово улица Гагарина 102 а,45.712662,42.913554,ежедн. 09:00-18:00,Стрит,,,ДС Финагеева Марина
61203168,МТС ФР,Ставропольский край,Ипатово,город Ипатово улица Орджоникидзе 60В,45.713160,42.911755,"пн-пт 08:00-17:00, сб-вс 08:00-15:00",Стрит,,,ДС Финагеева Марина
61203169,МТС ФР,Ставропольский край,Кочубеевское,село Кочубеевское улица Титова 11,44.683414,41.820518,ежедн. 09:00-19:00,Стрит,,,ДС Финагеева Марина
61203173,МТС ФР,Ставропольский край,Красногвардейское,село Красногвардейское улица Красная 186,45.836689,41.512984,"пн-пт 08:00-17:00, сб 08:00-16:00, вс 09:00-16:00",Стрит,,,ДС Финагеева Марина
61209932,МТС ФР,Ставропольский край,Краснокумское,село Краснокумское улица Кирова 42а,44.175871,43.501874,"пн-пт 08:30-19:00, сб-вс 08:30-17:00",Стрит,,,ДС Финагеева Марина
61203147,МТС ФР,Ставропольский край,Курсавка,село Курсавка улица Красная 11А,44.457682,42.503059,"пн-пт 08:00-18:00, сб-вс 08:00-17:00",Стрит,,,ДС Финагеева Марина
61208398,МТС ФР,Ставропольский край,Курская,станица Курская улица Советская 15,44.038540,44.462494,ежедн. 08:00-18:00,Стрит,,,ДС Финагеева Марина
61204234,МТС ФР,Ставропольский край,Лермонтов,город Лермонтов проспект Лермонтова 1а,44.105495,42.978519,ежедн. 09:00-19:00,Стрит,,,ДС Финагеева Марина
61204879,МТС ФР,Ставропольский край,Марьинская,станица Марьинская улица Победы 54А,43.877430,43.483658,ежедн. 09:00-19:00,Стрит,,,ДС Финагеева Марина
61210100,МТС ФР,Ставропольский край,Минеральные Воды,город Минеральные Воды улица 50 лет Октября 53б,44.20045,43.12463,ежедн. 09:00-20:00,Стрит,,,ДС Финагеева Марина
61208176,МТС ФР,Ставропольский край,Михайловск,город Михайловск улица Климова 34/1,45.151546,42.034723,"пн-пт 09:00-19:00, сб-вс 10:00-19:00",ТЦ,,,ДС Финагеева Марина
61205275,МТС ФР,Ставропольский край,Михайловск,город Михайловск улица Почтовая 77,45.134458,42.014419,ежедн. 09:00-19:00,Стрит,,,ДС Финагеева Марина
61206026,МТС ФР,Ставропольский край,Невинномысск,город Невинномысск улица Гагарина 34,44.636538,41.942564,ежедн. 09:00-19:00,Стрит,,,ДС Финагеева Марина
61205022,МТС ФР,Ставропольский край,Новоалександровск,город Новоалександровск улица М.Жукова 1,45.489836,41.208171,ежедн. 08:00-18:00,Стрит,,,ДС Финагеева Марина
61208888,Виртуальный монобренд,Ставропольский край,Новозоведенное,село Новозоведенное улица Кооперативная 32,44.259431,43.632505,пн-сб 08:30-18:30,Стрит,,,ДС Финагеева Марина
61206719,МТС ФР,Ставропольский край,Новопавловск,город Новопавловск улица Красная 271,43.971667,43.625263,ежедн. 08:00-18:00,Стрит,,,ДС Финагеева Марина
61203150,МТС ФР,Ставропольский край,Новоселицкое,село Новоселицкое улица Пролетарская 1,44.750560,43.438194,ежедн. 08:00-18:00,Стрит,,,ДС Финагеева Марина
61209394,МТС ФР,Ставропольский край,Пятигорск,город Пятигорск проспект 295 Стрелковой Дивизии 1,44.062024,43.064588,ежедн. 08:10-20:40,Стрит,,,ДС Финагеева Марина
61203151,МТС ФР,Ставропольский край,Светлоград,город Светлоград улица Комсомольская 41,45.337687,42.840725,"пн-пт 07:30-17:30, сб-вс 07:30-16:30",Стрит,,,ДС Финагеева Марина
61205334,МТС ФР,Ставропольский край,Солдато-Александровское,село Солдато-Александровское улица Шоссейная 10,44.273026,43.750220,"пн-пт 09:00-18:00, сб-вс 09:00-17:00",Стрит,,,ДС Финагеева Марина
61205277,МТС ФР,Ставропольский край,Солнечнодольск,поселок городского типа Солнечнодольск улица Энергетиков 1в,45.300428,41.491859,ежедн. 08:00-18:00,Стрит,,,ДС Финагеева Марина
61205822,МТС ФР,Ставропольский край,Ставрополь,город Ставрополь проспект Юности 22,45.060087,41.930578,"пн-пт 09:00-20:00, сб-вс 10:00-20:00",Стрит,,,ДС Финагеева Марина
61209933,МТС ФР,Ставропольский край,Ставрополь,город Ставрополь улица Октябрьская 235в,45.071671,41.941768,"пн-пт 09:00-20:00, сб-вс 10:00-19:00",Стрит,,,ДС Финагеева Марина
61210099,МТС ФР,Ставропольский край,Ставрополь,город Ставрополь улица Серова 468а,45.033460,42.018259,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,18-08-22,19-08-22,ДС Финагеева Марина
61210218,МТС ФР,Ставропольский край,Ставрополь,город Ставрополь улица Тухачевского 20/1,45.015096,41.909115,ежедн. 09:00-20:00,Стрит,,,ДС Финагеева Марина
61205771,МТС ФР,Ставропольский край,Степное,село Степное улица Октябрьская 1,44.269285,44.592041,"пн-пт 08:00-18:00, сб-вс 08:00-14:00",Стрит,,,ДС Финагеева Марина
10700982,МТС ФР,Тамбовская область,Бондари,рабочий поселок Бондари улица Советская 16д,52.952921,42.057856,"пн-пт 09:00-17:00, перерыв 13:00-14:00",Стрит,,,ДС Кузнецова Инна
10700980,МТС ФР,Тамбовская область,Дмитриевка,рабочий поселок Дмитриевка микрорайон Сахзавод 16,52.875231,40.797959,"ежедн. 09:00-17:00, перерыв 13:00-14:00",Стрит,,,ДС Кузнецова Инна
10704810,Виртуальный монобренд,Тамбовская область,Жердевский,город Жердевский улица Октябрьская 65а,51.819099,41.507032,"пн-пт 09:00-18:00, перерыв 14:00-14:30; сб-вс 09:00-16:00, перерыв 14:00-14:30",ТЦ,,,ДС Кузнецова Инна
10703244,МТС ФР,Тамбовская область,Знаменка,рабочий поселок Знаменка улица Советская 16,52.415514,41.442160,ежедн. 08:00-18:00,Стрит,,,ДС Кузнецова Инна
10700979,МТС ФР,Тамбовская область,Инжавино,поселок городского типа Инжавино улица Ленинская 45,52.31571,42.482859,"ежедн. 08:30-16:00, перерыв 13:00-14:00",Стрит,01-09-22,05-09-22,ДС Кузнецова Инна
10700970,МТС ФР,Тамбовская область,Мордово,рабочий поселок Мордово проспект Ленинский 10,52.086428,40.773373,"пн-вт 09:00-18:00, перерыв 14:00-14:30; чт-пт 09:00-18:00, перерыв 14:00-14:30; сб-вс 09:00-16:00, перерыв 14:00-14:30",Стрит,,,ДС Кузнецова Инна
10704718,МТС ФР,Тамбовская область,Моршанск,город Моршанск улица Интернациональная 24,53.440895,41.806059,"пн-пт 08:00-17:00, сб-вс 08:00-16:00",Стрит,07-09-22,08-09-22,ДС Кузнецова Инна
10704009,МТС ФР,Тамбовская область,Мучкапский,поселок городского типа Мучкапский улица Базарная 10,51.847118,42.466687,ежедн. 09:00-18:00,Стрит,,,ДС Кузнецова Инна
10703408,МТС ФР,Тамбовская область,Петровское,рабочий поселок Петровское улица Кооперативная 12,52.632761,40.253413,"ПН-ПТ 09:00-17:00, СБ-ВС 09:00-15:00",Стрит,,,ДС Кузнецова Инна
10704809,Виртуальный монобренд,Тамбовская область,Ржаксинский,рабочий поселок Ржаксинский улица Станционная 1а,52.133996,42.022997,"пн-пт 09:00-18:00, перерыв 14:00-14:30; сб-вс 09:00-16:00, перерыв 14:00-14:30",ТЦ,,,ДС Кузнецова Инна
10704813,МТС ФР,Тамбовская область,Сатинка,рабочий поселок Сатинка улица Кооперативная 32,52.376893,41.671752,ежедн. 08:00-18:00,Стрит,,,ДС Кузнецова Инна
10700969,МТС ФР,Тамбовская область,Сосновка,поселок Сосновка улица Котовского 6,53.230468,41.366614,"пн-пт 09:00-18:00, перерыв 14:00-14:30",Стрит,01-09-22,02-09-22,
10700973,МТС ФР,Тамбовская область,Староюрьево,рабочий поселок Староюрьево улица Советская 83/1,53.324115,40.698973,"пн-пт 09:00-18:00, перерыв 14:00-14:30; сб-вс 09:00-16:00, перерыв 14:00-14:30",Стрит,,,
10704719,МТС ФР,Тамбовская область,Строитель,поселок Строитель микрорайон Северный 16,52.654423,41.449764,ежедн. 10:00-18:00,ТЦ,,,ДС Кузнецова Инна
10700967,МТС ФР,Тамбовская область,Токаревка,рабочий поселок Токаревка проспект Революции 42,51.995850,41.155052,"вт-ср 09:00-15:00, пт-сб 09:00-15:00",Стрит,,,Кузнецова Инна Васильевна
10704811,Виртуальный монобренд,Тамбовская область,Токарёвский,рабочий поселок Токарёвский проспект Революции 28,51.997122,41.154656,"пн-пт 09:00-18:00, перерыв 14:00-14:30; сб-вс 09:00-16:00, перерыв 14:00-14:30",ТЦ,,,ДС Кузнецова Инна
10704812,Виртуальный монобренд,Тамбовская область,Уваровский,рабочий поселок Уваровский улица микрорайон 2,51.984153,42.265896,"пн-пт 09:00-18:00, перерыв 14:00-14:30; сб-вс 09:00-16:00, перерыв 14:00-14:30",ТЦ,,,ДС Кузнецова Инна
10802743,МТС ФР,Тверская область,Андреаполь,город Андреаполь улица Половчени 18,56.645924,32.265505,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 09:00-17:00, перерыв 14:00-15:00",Стрит,,,Фадеева Маргарита Денисовна
10804317,МТС ФР,Тверская область,Бежецк,город Бежецк улица Советская 8,57.782334,36.693329,ежедн. 09:00-19:00,Стрит,,,
10805245,МТС ФР,Тверская область,Весьегонск,город Весьегонск улица Коммунистическая 4,58.655382,37.261570,ежедн. 09:00-19:00,Стрит,,,
10802744,МТС ФР,Тверская область,Западная Двина,город Западная Двина улица Кирова 6,56.260720,32.072180,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 09:00-17:00, перерыв 14:00-15:00",Стрит,,,Фадеева Маргарита Денисовна
10805001,МТС ФР,Тверская область,ЗАТО Озерный,поселок городского типа ЗАТО Озерный улица Московская 7A,57.869235,33.693291,ежедн. 09:00-21:00,Стрит,,,Фадеева Маргарита Денисовна
10807763,МТС ФР,Тверская область,Зубцов,город Зубцов улица Победы 35,56.175988,34.571439,ежедн. 09:00-19:00,Стрит,,,Беспалова Мария Евгеньевна
