Код ОП,Бренд ОП,Область,Населённый пункт название,Адрес Офиса продаж,GPS координаты. широта,GPS координаты. долгота,Режим работы,Тип строения,Дата закрытия точки,Дата открытия точки,ТП
81101719,МТС ФР,Алтайский край,Алейск,город Алейск улица Пионерская 134,52.497389,82.772969,ежедн. 09:00-20:00,ТЦ,,,ДС Сотникова
81101724,МТС ФР,Алтайский край,Алтайское,село Алтайское улица Советская 119,51.949095,85.336498,ежедн. 09:00-19:00,Стрит,,,ДС Сотникова
81109237,Виртуальный монобренд,Алтайский край,Барнаул,город Барнаул проспект Красноармейский 47а,53.335253,83.77541,ежедн. 09:00-20:00,ТЦ,,,ДС Сотникова
81108534,МТС ФР,Алтайский край,Барнаул,город Барнаул проспект Ленина 49,53.344242,83.780477,ежедн. 09:00-21:00,,,,ДС Сотникова
81102140,МТС ФР,Алтайский край,Барнаул,город Барнаул проспект Ленина 89В,53.355271,83.76851,ежедн. 09:00-21:00,Стрит,,,ДС Сотникова
81102990,МТС ФР,Алтайский край,Барнаул,город Барнаул улица Ленина 51,53.344742,83.779925,ежедн. 09:00-21:00,Стрит,,,ДС Сотникова
81107087,МТС ФР,Алтайский край,Барнаул,город Барнаул улица Малахова 62,53.36608,83.7037,ежедн. 09:00-21:00,ТЦ,,,ДС Сотникова
81110837,Виртуальный монобренд,Алтайский край,Барнаул,город Барнаул улица Новосибирская 11А,53.305308,83.615106,ежедн. 09:00-20:00,ТЦ,,,ДС Сотникова
81108636,МТС ФР,Алтайский край,Барнаул,город Барнаул улица Новосибирская 11Б,53.306723,83.617944,ежедн. 09:00-20:00,,,,ДС Сотникова
81110868,Виртуальный монобренд,Алтайский край,Барнаул,город Барнаул улица Павловский тракт 188,53.348423,83.638020,ежедн. 10:00-20:00,ТЦ,,,ДС Сотникова
81102989,МТС ФР,Алтайский край,Барнаул,город Барнаул улица Титова 20,53.382822,83.725731,ежедн. 09:00-19:00,Стрит,,,ДС Сотникова
81101745,МТС ФР,Алтайский край,Барнаул,город Барнаул улица Юрина 299,53.371658,83.673433,ежедн. 09:00-21:00,Стрит,,,ДС Сотникова
81108535,МТС ФР,Алтайский край,Белокуриха,город Белокуриха улица Советская 7,51.997025,84.981345,ежедн. 09:00-20:00,,,,ДС Сотникова
81101723,МТС ФР,Алтайский край,Благовещенка,поселок городского типа Благовещенка улица Пушкина 88,52.833673,79.875615,"пн-пт 09:00-19:00, сб 09:00-17:00, вс 09:00-16:00",Стрит,,,ДС Сотникова
81101750,МТС ФР,Алтайский край,Волчиха,село Волчиха улица Ленина 248,52.015021,80.361489,"ПН-ПТ 10:00-19:00, СБ-ВС 10:00-15:00",ТЦ,,,ДС Сотникова
81108417,МТС ФР,Алтайский край,Гальбштадт,село Гальбштадт улица Тракторная 5,,,"пн-пт 09:00-20:00, сб-вс 09:00-19:00",Стрит,,,
81101725,МТС ФР,Алтайский край,Горняк,город Горняк улица Миронова 124Б,51.002757,81.465931,ежедн. 09:00-18:00,ТЦ,,,
81103323,МТС ФР,Алтайский край,Завьялово,село Завьялово улица Советская 130,52.836558,80.918237,ежедн. 09:00-20:00,ТЦ,,,ДС Сотникова
81106903,МТС ФР,Алтайский край,Змеиногорск,город Змеиногорск улица Пугачева 5А,51.157105,82.187315,ежедн. 09:00-19:00,Стрит,,,ДС Сотникова
81101715,МТС ФР,Алтайский край,Камень-на-Оби,город Камень-на-Оби улица Пушкина 25,53.791052,81.347645,ежедн. 10:00-20:00,Стрит,,,ДС Сотникова
81106247,МТС ФР,Алтайский край,Ключи,село Ключи улица Центральная 24Б,52.254090,79.169545,ежедн. 09:00-19:00,Стрит,,,ДС Сотникова
81101718,МТС ФР,Алтайский край,Кулунда,село Кулунда улица Лермонтова 2/9,52.565860,78.940750,ежедн. 09:00-19:00,ТЦ,,,ДС Сотникова
81104202,МТС ФР,Алтайский край,Курья,село Курья улица Центральная 74,51.597459,82.288878,ежедн. 09:00-18:00,ТЦ,,,
81105728,МТС ФР,Алтайский край,Мамонтово,село Мамонтово улица Партизанская 162,52.707892,81.628760,"ежедн. 09:00-19:00, перерыв 13:00-13:30",ТЦ,,,ДС Сотникова
81101798,МТС ФР,Алтайский край,Михайловское,село Михайловское улица Карла Маркса 19,51.822991,79.71802,ежедн. 09:00-19:00,ТЦ,,,ДС Сотникова
81109238,Виртуальный монобренд,Алтайский край,Новоалтайск,город Новоалтайск улица Октябрьская 14а,53.389649,83.935229,ежедн. 09:00-20:00,,,,ДС Сотникова
81101747,МТС ФР,Алтайский край,Павловск,село Павловск улица Пожогина 5/1,53.315462,82.985632,"пн-пт 09:00-19:00, сб-вс 09:00-17:00",Стрит,,,ДС Сотникова
81106655,МТС ФР,Алтайский край,Панкрушиха,село Панкрушиха улица Некрасова 1а,53.828618,80.344439,ежедн. 09:00-19:00,ТЦ,,,ДС Сотникова
81101722,МТС ФР,Алтайский край,Поспелиха,село Поспелиха проспект Коммунистический 18,51.988524,81.826524,ежедн. 09:00-19:00,Стрит,,,ДС Сотникова
81101721,МТС ФР,Алтайский край,Ребриха,село Ребриха улица Революционная 3,53.075727,82.337972,ежедн. 09:00-19:00,ТЦ,,,ДС Сотникова
81101726,МТС ФР,Алтайский край,Родино,село Родино улица Ленина 213,52.493126,80.201111,ежедн. 09:00-19:00,ТЦ,,,ДС Сотникова
81106205,МТС ФР,Алтайский край,Романово,город Романово улица Крупской 4,52.618237,81.227520,ежедн. 09:00-21:00,Стрит,12-09-22,27-09-22,ДС Сотникова
81101731,МТС ФР,Алтайский край,Рубцовск,город Рубцовск проспект Ленина 129,51.505886,81.209366,ежедн. 09:00-19:00,Стрит,,,ДС Сотникова
81105963,МТС ФР,Алтайский край,Рубцовск,город Рубцовск проспект Рубцовский 40,51.500983,81.20727,ежедн. 09:00-20:00,ТЦ,,,ДС Сотникова
81110583,МТС ФР,Алтайский край,Рубцовск,город Рубцовск улица Дзержинского 14,51.524087,81.216793,ежедн. 09:00-19:00,ТЦ,,,ДС Сотникова
81106083,МТС ФР,Алтайский край,Рубцовск,город Рубцовск улица Тракторная 17,51.533293,81.204865,ежедн. 09:00-20:00,ТЦ,,,ДС Сотникова
81101716,МТС ФР,Алтайский край,Славгород,город Славгород микрорайон Третий 7,52.997188,78.646935,ежедн. 09:00-20:00,Стрит,,,ДС Сотникова
81104851,МТС ФР,Алтайский край,Смоленское,село Смоленское улица Заводская 65,52.306006,85.073952,ежедн. 09:00-19:00,ТЦ,,,ДС Сотникова
81108397,МТС ФР,Алтайский край,Солонешное,село Солонешное улица Партизанская 1,51.660267,84.316906,ежедн. 09:00-19:00,ТЦ,,,
81108407,МТС ФР,Алтайский край,Староалейское,село Староалейское улица Октябрьская 35,51.007291,82.001417,пн-пт 09:00-19:00,ТЦ,,,
81108696,МТС ФР,Алтайский край,Степное озеро,рабочий поселок Степное озеро улица Мира 14а,52.778552,79.853985,"пн-пт 09:00-18:00, сб-вс 09:00-14:00",,,,ДС Сотникова
81109240,Виртуальный монобренд,Алтайский край,Табуны,село Табуны улица Пушкина 10,52.776078,78.788548,ежедн. 09:00-20:00,,,,
81101733,МТС ФР,Алтайский край,Тальменка,рабочий поселок Тальменка переулок Банковский 6,53.819182,83.562704,"пн-пт 09:00-17:00, сб-вс 10:00-14:00",ТЦ,,,ДС Сотникова
81101732,МТС ФР,Алтайский край,Тальменка,рабочий поселок Тальменка улица Вокзальная 17А,53.815846,83.563435,"пн-пт 09:00-18:00, сб 09:00-15:00",ТЦ,,,ДС Сотникова
81101746,МТС ФР,Алтайский край,Топчиха,село Топчиха улица Ленина 54,52.818167,83.117569,"пн-пт 09:00-18:00, сб-вс 09:00-14:00",ТЦ,,,ДС Сотникова
81101847,МТС ФР,Алтайский край,Троицкое,село Троицкое проспект Ленина 19,52.982923,84.680337,ежедн. 10:00-20:00,ТЦ,,,ДС Сотникова
81102976,МТС ФР,Алтайский край,Тюменцево,село Тюменцево улица Ленина 6a,53.317531,81.496374,"пн-пт 09:00-17:00, сб 10:00-16:00",Стрит,,,ДС Сотникова
81109241,Виртуальный монобренд,Алтайский край,Усть-Чарышская Пристань,село Усть-Чарышская Пристань улица 1 Мая 13,52.390499,83.668268,ежедн. 09:00-20:00,,,,
81109242,Виртуальный монобренд,Алтайский край,Хабары,село Хабары переулок Октябрьский 2,53.623639,79.543486,ежедн. 09:00-20:00,,,,ДС Сотникова
81101720,МТС ФР,Алтайский край,Шипуново,село Шипуново улица Мамонтова 78,52.222354,82.260617,"пн-пт 09:00-19:00, сб 09:00-18:00, вс 09:00-17:00",ТЦ,,,ДС Сотникова
81101796,МТС ФР,Алтайский край,Южный,рабочий поселок Южный улица Белинского 12,53.251664,83.686222,ежедн. 10:00-20:00,ТЦ,,,ДС Сотникова
81101717,МТС ФР,Алтайский край,Яровое,город Яровое квартал Б 29/1,52.917476,78.565791,"пн-пт 09:00-18:00, сб-вс 09:00-16:00",ТЦ,,,ДС Сотникова
90201548,МТС ФР,Амурская область,Архара,поселок Архара улица Ленина 74/А,49.422134,130.082634,"пн-сб 09:00-19:00, вс 10:00-18:00",Стрит,,,
90200742,МТС ФР,Амурская область,Благовещенск,город Благовещенск улица Зейская 181,50.260768,127.534998,"пн-пт 09:00-18:00, сб 09:00-14:00",Стрит,,,Роговская Анисия Ринатовна
90203004,МТС ФР,Амурская область,Благовещенск,город Благовещенск улица Мухина 114,50.279740,127.511296,ежедн. 09:00-21:00,ТЦ,,,Роговская Анисия Ринатовна
90201073,МТС ФР,Амурская область,Благовещенск,город Благовещенск улица Новотроицкое шоссе 3,50.293034,127.53029,ежедн. 10:00-22:00,ТЦ,,,Роговская Анисия Ринатовна
90200741,МТС ФР,Амурская область,Екатеринославка,село Екатеринославка улица Ленина 72,50.372447,129.112987,"пн-пт 09:00-18:00, сб-вс 09:00-16:00",Стрит,,,
90203859,МТС ФР,Амурская область,Ерофей Павлович,поселок городского типа Ерофей Павлович улица Советская 24/1,53.959134,121.952626,ежедн. 09:00-21:00,Стрит,,,
90201042,МТС ФР,Амурская область,Завитинск,город Завитинск улица Куйбышева 33,50.110305,129.441996,"ежедн. 09:00-18:00, перерыв 13:30-14:00",Стрит,,,
90203689,МТС ФР,Амурская область,Зея,город Зея улица Шохина 15,53.753054,127.279443,"пн-сб 09:00-19:00, вс 10:00-18:00",Стрит,,,
90201159,МТС ФР,Амурская область,Ивановка,село Ивановка улица Луговая 28А,50.364403,127.997891,"пн-пт 09:00-18:00, перерыв 12:00-12:30; сб 09:00-15:00",ТЦ,,,
90203508,МТС ФР,Амурская область,Константиновка,село Константиновка улица Шоссейная 12,49.618144,127.985654,ежедн. 09:00-21:00,Стрит,,,
90200737,МТС ФР,Амурская область,Магдагачи,поселок Магдагачи переулок Менжинского 10,53.450885,125.802997,"пн-пт 09:00-19:00, перерыв 12:00-12:30; сб-вс 09:00-17:00, перерыв 12:00-12:30",Стрит,,,
90201100,МТС ФР,Амурская область,Новобурейский,поселок городского типа Новобурейский улица Советская 37,49.793570,129.878285,"пн-пт 09:00-19:00, перерыв 13:00-13:30; сб-вс 09:00-16:00, перерыв 13:00-13:30",Стрит,,,
90203924,МТС ФР,Амурская область,Прогресс,поселок городского типа Прогресс улица Ленинградская 33,49.743598,129.676381,ежедн. 09:00-21:00,Стрит,,,
90200720,МТС ФР,Амурская область,Свободный,город Свободный улица Ленина 81,51.384730,128.131452,"пн-пт 09:00-19:00, сб-вс 10:00-18:00",Стрит,,,
90201204,МТС ФР,Амурская область,Серышево,поселок Серышево улица Горького 5,51.09833,128.38293,ежедн. 09:00-19:00,Стрит,,,
90202960,МТС ФР,Амурская область,Сковородино,город Сковородино улица Победы 15А,53.977403,123.932861,ежедн. 09:00-19:00,Стрит,,,Рябикин Николай Васильевич
90200723,МТС ФР,Амурская область,Тамбовка,село Тамбовка улица 50 лет октября 15,50.095287,128.063684,"пн-пт 09:00-18:00, перерыв 11:30-12:30; сб 09:00-16:00, перерыв 11:30-12:30; вс 09:00-16:00, перерыв 11:30-12:30",ТЦ,,,
90203509,МТС ФР,Амурская область,Тында,город Тында улица Фестивальная 1,55.152563,124.744707,"пн-сб 09:00-19:00, вс 10:00-18:00",Стрит,,,
90200730,МТС ФР,Амурская область,Углегорск,поселок городского типа Углегорск улица Победы 32,51.76321,128.116842,"пн-пт 09:00-19:00, сб-вс 10:00-18:00",Стрит,,,
90203692,МТС ФР,Амурская область,Февральск,поселок городского типа Февральск улица Енисейская 42,52.455857,130.850390,ежедн. 09:00-21:00,Стрит,,,
90202892,МТС ФР,Амурская область,Шимановск,город Шимановск улица Орджоникидзе 29,51.995524,127.667575,ежедн. 09:00-19:00,ТЦ,,,
31007570,Виртуальный монобренд,Архангельская область,Березник,поселок Березник улица Павлина Виноградова 75,62.851018,42.723668,пн-пт 09:00-17:00,ТЦ,,,
31007043,Виртуальный монобренд,Архангельская область,Верхняя Тойма,село Верхняя Тойма улица Кировская 13,62.233220,45.001430,пн-пт 09:00-17:00,ТЦ,,,
31006738,МТС ФР,Архангельская область,Каргополь,город Каргополь улица Ленина 67,61.505683,38.947106,пн-пт 10:00-18:00,ТЦ,,,
31004577,МТС ФР,Архангельская область,Коноша,поселок Коноша проспект Октябрьский 25А,60.972305,40.262117,"ПН-ПТ 10:00-17:00, СБ 10:00-15:00, ВС 10:00-15:00",ТЦ,,,
31005314,МТС ФР,Архангельская область,Лешуконское,село Лешуконское улица Красных партизан 13,64.899471,45.750225,"ПН-ПТ 09:00-18:00, СБ-ВС 10:00-16:00",Стрит,,,
31006831,МТС ФР,Архангельская область,Няндома,город Няндома улица Ленина 48А,61.657472,40.201477,"пн-пт 10:00-19:00, сб 10:00-18:00",ТЦ,,,
31005315,МТС ФР,Архангельская область,Октябрьский,поселок Октябрьский улица Ленина 32,61.090121,43.170248,ежедн. 09:00-19:00,Стрит,,,
31007468,МТС ФР,Архангельская область,Пинега,поселок Пинега улица Первомайская 61,64.696366,43.393165,"пн-пт 09:00-17:00, сб 10:00-16:00",ТЦ,,,
31007283,Виртуальный монобренд,Архангельская область,Шенкурск,поселок Шенкурск улица Карла Либкнехта 8,62.105077,42.902155,"пн-пт 09:00-19:00, сб-вс 10:00-17:00",Стрит,,,
60505742,Виртуальный монобренд,Астраханская область,Астрахань,город Астрахань площадь Торговая 1в,46.311683,47.963443,пн-сб 08:00-18:00,Стрит,,,Кочеткова Надежда Николаевна
60502509,МТС ФР,Астраханская область,Астрахань,город Астрахань улица Амирала Нахимова 127,46.308091,47.992665,"пн-пт 08:00-19:00, сб-вс 09:00-19:00",Стрит,,,Кочеткова Надежда Николаевна
60505059,МТС ФР,Астраханская область,Астрахань,город Астрахань улица Бабаевского 39р,46.400467,48.096853,"ежедн. 09:00-19:00, перерыв 13:00-14:00",Стрит,,,Кочеткова Надежда Николаевна
60502451,МТС ФР,Астраханская область,Астрахань,город Астрахань улица Боевая 25,46.338863,48.023205,ежедн. 10:00-22:00,ТЦ,,,Кочеткова Надежда Николаевна
60504087,МТС ФР,Астраханская область,Астрахань,город Астрахань улица Магистральная 29,46.41303,47.984966,ежедн. 10:00-22:00,ТЦ,,,Кочеткова Надежда Николаевна
60504995,МТС ФР,Астраханская область,Астрахань,город Астрахань улица Минусинская 8,46.357000,48.070000,ежедн. 10:00-22:00,ТЦ,,,Кочеткова Надежда Николаевна
60505657,Виртуальный монобренд,Астраханская область,Астрахань,город Астрахань улица Таганская 26а,46.282499,47.942188,"пн-пт 09:00-18:00, перерыв 12:00-13:00; сб 09:00-14:00",Стрит,,,Кочеткова Надежда Николаевна
60505352,Виртуальный монобренд,Астраханская область,Ахтубинск,город Ахтубинск улица Щербакова 14а,48.27887,46.17089,"пн-пт 09:00-19:00, сб 09:00-17:00, вс 10:00-14:00",Стрит,,,Тетюшина Анна Владимировна
60505286,МТС ФР,Астраханская область,Верхний Баскунчак,поселок Верхний Баскунчак улица Советская 95,48.228789,46.721576,"пн-пт 08:00-19:00, сб-вс 09:00-15:00",Стрит,,,
60502385,МТС ФР,Астраханская область,Володарский,поселок Володарский площадь Октябрьская 6В,46.402988,48.543036,ежедн. 08:00-18:00,Стрит,,,Кочеткова Надежда Николаевна
60504266,МТС ФР,Астраханская область,Знаменск,город Знаменск улица Ленина 22,48.583100,45.730069,"пн-пт 09:00-18:00, сб-вс 09:00-15:00",Стрит,,,
60503945,МТС ФР,Астраханская область,Икряное,село Икряное улица 1 мая 34б,46.098728,47.73683,"пн-вт 09:00-17:00, чт-пт 09:00-17:00, сб 09:00-13:00",Стрит,05-09-22,06-09-22,Кочеткова Надежда Николаевна
60505064,МТС ФР,Астраханская область,Камызяк,город Камызяк улица М. Горького 86г,46.106,48.069,"ежедн. 08:00-18:00, перерыв 12:00-12:30",Стрит,,,Кочеткова Надежда Николаевна
60503149,МТС ФР,Астраханская область,Красный Яр,село Красный Яр улица Советская 63Б,46.536747,48.347217,ежедн. 08:00-18:00,Стрит,,,Кочеткова Надежда Николаевна
60503782,МТС ФР,Астраханская область,Лиман,поселок Лиман улица Мира  86,45.782133,47.222791,"пн-пт 09:00-17:00, перерыв 12:00-13:00; сб 09:00-14:00",ТЦ,14-09-22,20-09-22,Кочеткова Надежда Николаевна
60503703,МТС ФР,Астраханская область,Нариманов,город Нариманов улица Астраханская 6,46.687995,47.851577,"ежедн. 08:00-18:00, перерыв 12:00-12:30",Стрит,,,Кочеткова Надежда Николаевна
60504267,МТС ФР,Астраханская область,Харабали,город Харабали улица Пионерская 15,47.405405,47.248951,"пн-пт 08:00-19:00, сб-вс 09:00-15:00",Стрит,,,
20606844,МТС ФР,Белгородская область,Алексеевка,город Алексеевка переулок 1 Мостовой 9а,50.628205,38.690506,ежедн. 08:00-19:00,Стрит,,,ДС Якунин
20606954,Виртуальный монобренд,Белгородская область,Белгород,город Белгород бульвар Народный 82Б,50.601118,36.586865,ежедн. 09:00-20:00,Стрит,,,ДС Якунин
20606926,Виртуальный монобренд,Белгородская область,Белгород,город Белгород улица Королева 9а,50.573721,36.580830,ежедн. 09:00-22:00,ТЦ,,,ДС Якунин
20606631,МТС ФР,Белгородская область,Белгород,город Белгород улица Макаренко 20,50.580196,36.671530,ежедн. 08:00-18:00,ТЦ,,,ДС Якунин
20607229,МТС ФР,Белгородская область,Белгород,город Белгород улица Попова 36,50.600409,36.590673,ежедн. 10:00-21:00,Стрит,,,ДС Якунин
20604530,МТС ФР,Белгородская область,Бирюч,город Бирюч площадь Соборная 22,50.648218,38.400086,"ПН-ПТ 08:30-18:00, СБ-ВС 08:30-15:00",Стрит,,,ДС Якунин
20604218,МТС ФР,Белгородская область,Борисовка,поселок Борисовка улица Луначарского 2,50.607915,36.008463,ежедн. 09:00-19:00,Стрит,,,ДС Якунин
20606963,Виртуальный монобренд,Белгородская область,Валуйки,город Валуйки улица Горького 3/2,50.212368,38.098078,ежедн. 09:00-19:00,Стрит,,,ДС Якунин
20606964,Виртуальный монобренд,Белгородская область,Вейделевка,пгт Вейделевка улица Центральная 14,50.151096,38.443871,ежедн. 09:00-20:00,Стрит,,,ДС Якунин
20601632,МТС ФР,Белгородская область,Волоконовка,поселок Волоконовка улица Комсомольская 25Д,50.483684,37.844397,"пн-пт 09:00-18:00, сб-вс 09:00-15:00",Стрит,,,ДС Якунин
20604217,МТС ФР,Белгородская область,Грайворон,город Грайворон улица Мира 42,50.484281,35.666578,ежедн. 09:00-19:00,Стрит,,,ДС Якунин
20606952,МТС ФР,Белгородская область,Губкин,город Губкин улица Дзержинского 90,51.287407,37.522809,"ежедн. 09:00-19:00, перерыв 13:00-14:00",Стрит,,,ДС Якунин
20601610,МТС ФР,Белгородская область,Ивня,поселок Ивня улица Советская 2,51.059244,36.143176,ежедн. 09:00-19:00,Стрит,,,ДС Якунин
20601611,МТС ФР,Белгородская область,Новый Оскол,город Новый Оскол площадь Революции 12,50.761471,37.869511,ежедн. 08:00-19:00,Стрит,,,ДС Якунин
20606965,Виртуальный монобренд,Белгородская область,Октябрьский,поселок Октябрьский улица Привокзальная 1 д,50.448606,36.359006,ежедн. 09:00-19:00,Стрит,,,ДС Якунин
20606967,Виртуальный монобренд,Белгородская область,Пролетарский,поселок Пролетарский улица Кирпичного завода 1 ж,50.793633,35.782331,ежедн. 09:00-19:00,Стрит,,,ДС Якунин
20606966,Виртуальный монобренд,Белгородская область,Прохоровка,поселок Прохоровка улица Советская 61,51.033150,36.725867,ежедн. 09:00-19:00,ТЦ,,,ДС Якунин
20604219,МТС ФР,Белгородская область,Разумное,поселок Разумное улица Скворцова 2А,50.53243,36.689068,ежедн. 09:00-19:00,Стрит,,,ДС Якунин
20601716,МТС ФР,Белгородская область,Ракитное,поселок Ракитное улица Пролетарская 13,50.833965,35.828951,ежедн. 08:00-19:00,Стрит,,,ДС Якунин
20606971,Виртуальный монобренд,Белгородская область,Северный,"поселок Северный улица Шоссейная остановка к-с ""Нижняя""",50.677289,36.557886,ежедн. 09:00-19:00,Стрит,,,ДС Якунин
20607088,Виртуальный монобренд,Белгородская область,Старый Оскол,город Старый Оскол микрорайон Лесной м-н 1 1,51.321655,37.887721,ежедн. 09:00-19:00,ТЦ,,,ДС Якунин
20604364,МТС ФР,Белгородская область,Старый Оскол,город Старый Оскол микрорайон Солнечный 36,51.313687,37.902548,ежедн. 09:00-20:00,Стрит,15-08-22,16-08-22,ДС Якунин
20606955,Виртуальный монобренд,Белгородская область,Старый Оскол,город Старый Оскол улица Ольминского 17,51.309224,37.873053,ежедн. 09:00-19:00,ТЦ,,,ДС Якунин
20606969,Виртуальный монобренд,Белгородская область,Стрелецкое,поселок Стрелецкое улица Королева 54,50.635408,36.471830,ежедн. 09:00-19:00,Стрит,,,ДС Якунин
20601605,МТС ФР,Белгородская область,Строитель,город Строитель улица Ленина 11,50.786404,36.481776,ежедн. 08:00-21:00,Стрит,,,ДС Якунин
20606899,МТС ФР,Белгородская область,Строитель,город Строитель улица Ленина 15б,50.784044,36.489055,"ПН-ПТ 09:00-20:00, СБ-ВС 10:00-19:00",Стрит,14-09-22,16-09-22,ДС Якунин
20601638,МТС ФР,Белгородская область,Чернянка,поселок Чернянка улица Магистральная 1,50.938187,37.807521,"пн-пт 08:00-18:00, сб-вс 08:00-16:00",Стрит,,,ДС Якунин
20606970,Виртуальный монобренд,Белгородская область,Чернянка,поселок Чернянка улица Октябрьская 5,50.941358,37.803668,ежедн. 09:00-19:00,Стрит,,,ДС Якунин
20604261,МТС ФР,Белгородская область,Шебекино,город Шебекино улица Ленина 62,50.400165,36.878304,ежедн. 09:00-19:00,ТЦ,,,ДС Якунин
20606953,Виртуальный монобренд,Белгородская область,Шебекино,город Шебекино шоссе Ржевское 7,50.407608,36.897156,ежедн. 09:00-19:00,Стрит,,,ДС Якунин
20201695,МТС ФР,Брянская область,Брянск,город Брянск улица Брянского фронта 2,53.257794,34.325024,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",ТЦ,,,Герасимова Елена Вячеславовна
20201698,МТС ФР,Брянская область,Брянск,город Брянск улица Коминтерна 12,53.212187,34.663027,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,,,Герасимова Елена Вячеславовна
20208025,МТС ФР,Брянская область,Брянск,город Брянск улица Почтовая 108,53.3422,34.3108,ежедн. 10:00-19:00,Стрит,,,Герасимова Елена Вячеславовна
20203395,МТС ФР,Брянская область,Выгоничи,город Выгоничи улица Ленина 55,53.105341,34.060459,"пн-пт 09:00-18:00, сб-вс 09:00-16:00",ТЦ,,,Герасимова Елена Вячеславовна
20203057,МТС ФР,Брянская область,Дубровка,поселок Дубровка улица Победы 9а,53.690206,33.501672,"пн-пт 09:00-19:00, сб-вс 09:00-17:00",ТЦ,,,Герасимова Елена Вячеславовна
20202163,МТС ФР,Брянская область,Злынка,поселок Злынка улица Комунальная 13,52.427362,31.734631,"пн-пт 09:00-18:00, сб-вс 09:00-16:00",Стрит,,,Герасимова Елена Вячеславовна
20201831,МТС ФР,Брянская область,Карачев,город Карачев улица 50 Лет Октября 107,53.122344,34.980978,ежедн. 09:00-19:00,ТЦ,,,Герасимова Елена Вячеславовна
20208179,Виртуальный монобренд,Брянская область,Клетня,поселок Клетня улица Советская 30,53.393972,33.21563,ежедн. 09:00-19:00,Стрит,,,Герасимова Елена Вячеславовна
20205738,МТС ФР,Брянская область,Клетня,поселок Клетня улица Советская 9Б,53.390503,33.215800,"пн-пт 09:00-18:00, сб-вс 09:00-17:00",Стрит,,,Герасимова Елена Вячеславовна
20205730,МТС ФР,Брянская область,Климово,поселок городского типа Климово улица Коммунистическая 3Б,52.377407,32.196349,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,,,Герасимова Елена Вячеславовна
20208892,Виртуальный монобренд,Брянская область,Комаричи,поселок городского типа Комаричи улица Незымаева 36,52.418322,34.783280,ежедн. 09:00-18:00,Стрит,,,Герасимова Елена Вячеславовна
20203510,МТС ФР,Брянская область,Комаричи,поселок Комаричи улица Советская 44А,52.415949,34.786532,"пн-сб 10:00-19:00, вс 10:00-18:00",Стрит,08-09-22,09-09-22,Герасимова Елена Вячеславовна
20201674,МТС ФР,Брянская область,Локоть,поселок Локоть улица Липовая аллея 41А,52.560511,34.576160,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,,,Герасимова Елена Вячеславовна
20205386,МТС ФР,Брянская область,Мглин,город Мглин улица Первомайская 3,53.0599,32.8490,"пн-пт 09:00-18:00, сб 09:00-16:00",Стрит,,,Герасимова Елена Вячеславовна
20201702,МТС ФР,Брянская область,Навля,поселок городского типа Навля улица Советская 4,52.82839,34.502731,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,,,Герасимова Елена Вячеславовна
20208895,Виртуальный монобренд,Брянская область,Навля,поселок городского типа Навля улица Советская 6,52.822619,34.497346,ежедн. 10:00-21:00,Стрит,,,Герасимова Елена Вячеславовна
20208894,Виртуальный монобренд,Брянская область,Новозыбков,город Новозыбков улица Коммунистическая 29,52.533853,31.931506,ежедн. 09:00-18:00,Стрит,,,Герасимова Елена Вячеславовна
20203063,МТС ФР,Брянская область,Новозыбков,город Новозыбков улица Первомайская 13,52.532664,31.931708,ежедн. 10:00-20:00,ТЦ,,,Герасимова Елена Вячеславовна
20208083,МТС ФР,Брянская область,Новозыбков,город Новозыбков улица Первомайская 32,52.532664,31.931708,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,,,Герасимова Елена Вячеславовна
20208549,МТС ФР,Брянская область,Погар,город Погар улица Октябрьская 7,52.553934,33.262191,ежедн. 09:00-18:00,Стрит,,,Герасимова Елена Вячеславовна
20201700,МТС ФР,Брянская область,Почеп,город Почеп проезд 2-й Октябрьский 11,52.924219,33.449115,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,,,Герасимова Елена Вячеславовна
20208897,Виртуальный монобренд,Брянская область,Почеп,город Почеп улица Смоленская 1,52.931486,33.453737,ежедн. 09:00-18:00,Стрит,,,Герасимова Елена Вячеславовна
20203299,МТС ФР,Брянская область,Почеп,город Почеп улица Усиевича 79а,52.898232,33.468065,"пн-пт 10:00-20:00, перерыв 13:00-13:30; сб-вс 10:00-17:00, перерыв 13:00-13:30",ТУ,,,Герасимова Елена Вячеславовна
20205735,МТС ФР,Брянская область,Рогнедино,поселок Рогнедино улица Горького 13,53.803788,33.562844,пн-пт 09:00-19:00,Стрит,,,Герасимова Елена Вячеславовна
20202018,МТС ФР,Брянская область,Севск,город Севск улица Ленина 1,52.155576,34.496142,ежедн. 09:00-18:30,ТЦ,,,Герасимова Елена Вячеславовна
20208896,Виртуальный монобренд,Брянская область,Севск,город Севск улица Ленина 2,52.155470,34.497005,ежедн. 09:00-18:00,Стрит,,,Герасимова Елена Вячеславовна
